PMID	KW1	KW2	link	link_explicit	QuerySet
34987517	cell line tumor	drug-related side effects and adverse reactions/prevention & control	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	cell line tumor	growth inhibitors/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	cell line tumor	lymphocytes tumor-infiltrating/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	cell line tumor	MTOR	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
33495297	cell line tumor	myeloid-derived suppressor cells/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	cell line tumor	PARP1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
34987517	cell line tumor	phosphatidylinositol 3-kinases/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
33495297	cell line tumor	phthalazines/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	cell line tumor	piperazines/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	cell line tumor	poly(adp-ribose) polymerase inhibitors/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
34987517	cell line tumor	sirolimus/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
33495297	cell line tumor	TIPARP	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33080231	chemical and drug induced liver injury/diagnosis	neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33080231/"", ""33080231"")"	https://pubmed.ncbi.nlm.nih.gov/33080231	pmid-ICI_and_Colitis.txt
32603654	chemokines/metabolism	colitis/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	chemokines/metabolism	ctla-4 antigen/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	chemokines/metabolism	gene expression regulation/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	chemokines/metabolism	inflammation/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	chemokines/metabolism	melanoma/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	chemokines/metabolism	multigene family	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	chemokines/metabolism	myeloid cells/cytology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	chemokines/metabolism	receptors antigen t-cell/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	chemokines/metabolism	receptors cxcr3/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	chemokines/metabolism	receptors cxcr6/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	chemokines/metabolism	t-lymphocytes regulatory/cytology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
36096534	CHI3L1	CXCL8	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36096534/"", ""36096534"")"	https://pubmed.ncbi.nlm.nih.gov/36096534	pmid-ICI_and_Colitis.txt
36096534	CHI3L1	glucocorticoids	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36096534/"", ""36096534"")"	https://pubmed.ncbi.nlm.nih.gov/36096534	pmid-ICI_and_Colitis.txt
36096534	CHI3L1	IL17A	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36096534/"", ""36096534"")"	https://pubmed.ncbi.nlm.nih.gov/36096534	pmid-ICI_and_Colitis.txt
36096534	CHI3L1	IL6	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36096534/"", ""36096534"")"	https://pubmed.ncbi.nlm.nih.gov/36096534	pmid-ICI_and_Colitis.txt
36096534	CHI3L1	nivolumab/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36096534/"", ""36096534"")"	https://pubmed.ncbi.nlm.nih.gov/36096534	pmid-ICI_and_Colitis.txt
34107499	clostridium infections/chemically induced	escherichia coli infections/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34107499/"", ""34107499"")"	https://pubmed.ncbi.nlm.nih.gov/34107499	pmid-ICI_and_Colitis.txt
34107499	clostridium infections/chemically induced	neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34107499/"", ""34107499"")"	https://pubmed.ncbi.nlm.nih.gov/34107499	pmid-ICI_and_Colitis.txt
34107499	clostridium infections/chemically induced	virus diseases/etiology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34107499/"", ""34107499"")"	https://pubmed.ncbi.nlm.nih.gov/34107499	pmid-ICI_and_Colitis.txt
35432346	colitis	CTLA4	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35432346/"", ""35432346"")"	https://pubmed.ncbi.nlm.nih.gov/35432346	pmid-ICI_and_Colitis.txt
33314269	colitis	CTLA4	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33314269/"", ""33314269"")"	https://pubmed.ncbi.nlm.nih.gov/33314269	pmid-ICI_and_Colitis.txt
35842365	colitis	diarrhea	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35842365/"", ""35842365"")"	https://pubmed.ncbi.nlm.nih.gov/35842365	pmid-ICI_and_Colitis.txt
32780983	colitis	diarrhea	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32780983/"", ""32780983"")"	https://pubmed.ncbi.nlm.nih.gov/32780983	pmid-ICI_and_Colitis.txt
33314269	colitis	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33314269/"", ""33314269"")"	https://pubmed.ncbi.nlm.nih.gov/33314269	pmid-ICI_and_Colitis.txt
35842365	colitis	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35842365/"", ""35842365"")"	https://pubmed.ncbi.nlm.nih.gov/35842365	pmid-ICI_and_Colitis.txt
32780983	colitis	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32780983/"", ""32780983"")"	https://pubmed.ncbi.nlm.nih.gov/32780983	pmid-ICI_and_Colitis.txt
35842365	colitis	inflammatory bowel diseases	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35842365/"", ""35842365"")"	https://pubmed.ncbi.nlm.nih.gov/35842365	pmid-ICI_and_Colitis.txt
33314269	colitis	inflammatory bowel diseases/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33314269/"", ""33314269"")"	https://pubmed.ncbi.nlm.nih.gov/33314269	pmid-ICI_and_Colitis.txt
35432346	colitis	ligands	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35432346/"", ""35432346"")"	https://pubmed.ncbi.nlm.nih.gov/35432346	pmid-ICI_and_Colitis.txt
35842365	colitis	neoplasms	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35842365/"", ""35842365"")"	https://pubmed.ncbi.nlm.nih.gov/35842365	pmid-ICI_and_Colitis.txt
35432346	colitis	pneumonia	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35432346/"", ""35432346"")"	https://pubmed.ncbi.nlm.nih.gov/35432346	pmid-ICI_and_Colitis.txt
35842365	colitis	recurrence	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35842365/"", ""35842365"")"	https://pubmed.ncbi.nlm.nih.gov/35842365	pmid-ICI_and_Colitis.txt
32404733	colitis collagenous/drug therapy	immune checkpoint inhibitors/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32404733/"", ""32404733"")"	https://pubmed.ncbi.nlm.nih.gov/32404733	pmid-ICI_and_Colitis.txt
32404733	colitis collagenous/drug therapy	melanoma/complications	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32404733/"", ""32404733"")"	https://pubmed.ncbi.nlm.nih.gov/32404733	pmid-ICI_and_Colitis.txt
32404733	colitis collagenous/drug therapy	skin neoplasms/complications	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32404733/"", ""32404733"")"	https://pubmed.ncbi.nlm.nih.gov/32404733	pmid-ICI_and_Colitis.txt
34170536	colitis microscopic/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34170536/"", ""34170536"")"	https://pubmed.ncbi.nlm.nih.gov/34170536	pmid-ICI_and_Colitis.txt
32401685	colitis microscopic/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32401685/"", ""32401685"")"	https://pubmed.ncbi.nlm.nih.gov/32401685	pmid-ICI_and_Colitis.txt
32401685	colitis microscopic/chemically induced	inflammatory bowel diseases/complications	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32401685/"", ""32401685"")"	https://pubmed.ncbi.nlm.nih.gov/32401685	pmid-ICI_and_Colitis.txt
33146440	colitis ulcerative	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33146440/"", ""33146440"")"	https://pubmed.ncbi.nlm.nih.gov/33146440	pmid-ICI_and_Colitis.txt
33476895	colitis ulcerative/chemically induced	hashimoto disease/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33476895/"", ""33476895"")"	https://pubmed.ncbi.nlm.nih.gov/33476895	pmid-ICI_and_Colitis.txt
33476895	colitis ulcerative/chemically induced	nivolumab/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33476895/"", ""33476895"")"	https://pubmed.ncbi.nlm.nih.gov/33476895	pmid-ICI_and_Colitis.txt
33476895	colitis ulcerative/chemically induced	paclitaxel/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33476895/"", ""33476895"")"	https://pubmed.ncbi.nlm.nih.gov/33476895	pmid-ICI_and_Colitis.txt
33476895	colitis ulcerative/chemically induced	SNCA	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33476895/"", ""33476895"")"	https://pubmed.ncbi.nlm.nih.gov/33476895	pmid-ICI_and_Colitis.txt
33476895	colitis ulcerative/chemically induced	squamous cell carcinoma of head and neck/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33476895/"", ""33476895"")"	https://pubmed.ncbi.nlm.nih.gov/33476895	pmid-ICI_and_Colitis.txt
33476895	colitis ulcerative/chemically induced	tongue neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33476895/"", ""33476895"")"	https://pubmed.ncbi.nlm.nih.gov/33476895	pmid-ICI_and_Colitis.txt
33058056	colitis ulcerative/drug therapy	crohn disease/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33058056/"", ""33058056"")"	https://pubmed.ncbi.nlm.nih.gov/33058056	pmid-ICI_and_Colitis.txt
33567198	colitis ulcerative/drug therapy	interleukin-12/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33567198/"", ""33567198"")"	https://pubmed.ncbi.nlm.nih.gov/33567198	pmid-ICI_and_Colitis.txt
33567198	colitis ulcerative/drug therapy	interleukin-23/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33567198/"", ""33567198"")"	https://pubmed.ncbi.nlm.nih.gov/33567198	pmid-ICI_and_Colitis.txt
33567198	colitis ulcerative/drug therapy	ustekinumab/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33567198/"", ""33567198"")"	https://pubmed.ncbi.nlm.nih.gov/33567198	pmid-ICI_and_Colitis.txt
34338882	colitis ulcerative/immunology	colon/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34147519	colitis ulcerative/immunology	colon/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34338882	colitis ulcerative/immunology	crohn disease/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34338882	colitis ulcerative/immunology	graft vs host disease/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34147519	colitis ulcerative/immunology	immunologic memory/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34147519	colitis ulcerative/immunology	interferon-gamma/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34338882	colitis ulcerative/immunology	macrophages/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34338882	colitis ulcerative/immunology	phenotype	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34147519	colitis ulcerative/immunology	phenotype	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34147519	colitis ulcerative/immunology	piperidines/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34147519	colitis ulcerative/immunology	pyrimidines/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34821404	colitis ulcerative/physiopathology	crohn disease/physiopathology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34821404/"", ""34821404"")"	https://pubmed.ncbi.nlm.nih.gov/34821404	pmid-ICI_and_Colitis.txt
34821404	colitis ulcerative/physiopathology	enterocolitis/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34821404/"", ""34821404"")"	https://pubmed.ncbi.nlm.nih.gov/34821404	pmid-ICI_and_Colitis.txt
34081152	colitis/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34081152/"", ""34081152"")"	https://pubmed.ncbi.nlm.nih.gov/34081152	pmid-ICI_and_Colitis.txt
34716545	colitis/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34716545/"", ""34716545"")"	https://pubmed.ncbi.nlm.nih.gov/34716545	pmid-ICI_and_Colitis.txt
32162824	colitis/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32162824/"", ""32162824"")"	https://pubmed.ncbi.nlm.nih.gov/32162824	pmid-ICI_and_Colitis.txt
36096534	colitis/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36096534/"", ""36096534"")"	https://pubmed.ncbi.nlm.nih.gov/36096534	pmid-ICI_and_Colitis.txt
35307927	colitis/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35307927/"", ""35307927"")"	https://pubmed.ncbi.nlm.nih.gov/35307927	pmid-ICI_and_Colitis.txt
35191192	colitis/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35191192/"", ""35191192"")"	https://pubmed.ncbi.nlm.nih.gov/35191192	pmid-ICI_and_Colitis.txt
34106395	colitis/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34106395/"", ""34106395"")"	https://pubmed.ncbi.nlm.nih.gov/34106395	pmid-ICI_and_Colitis.txt
34515105	colitis/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34515105/"", ""34515105"")"	https://pubmed.ncbi.nlm.nih.gov/34515105	pmid-ICI_and_Colitis.txt
35977003	colitis/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35977003/"", ""35977003"")"	https://pubmed.ncbi.nlm.nih.gov/35977003	pmid-ICI_and_Colitis.txt
35296560	colitis/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35296560/"", ""35296560"")"	https://pubmed.ncbi.nlm.nih.gov/35296560	pmid-ICI_and_Colitis.txt
34256056	colitis/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34256056/"", ""34256056"")"	https://pubmed.ncbi.nlm.nih.gov/34256056	pmid-ICI_and_Colitis.txt
35801666	colitis/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35801666/"", ""35801666"")"	https://pubmed.ncbi.nlm.nih.gov/35801666	pmid-ICI_and_Colitis.txt
32641348	colitis/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32641348/"", ""32641348"")"	https://pubmed.ncbi.nlm.nih.gov/32641348	pmid-ICI_and_Colitis.txt
33566405	colitis/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33566405/"", ""33566405"")"	https://pubmed.ncbi.nlm.nih.gov/33566405	pmid-ICI_and_Colitis.txt
35917654	colitis/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35917654/"", ""35917654"")"	https://pubmed.ncbi.nlm.nih.gov/35917654	pmid-ICI_and_Colitis.txt
32934876	colitis/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32934876/"", ""32934876"")"	https://pubmed.ncbi.nlm.nih.gov/32934876	pmid-ICI_and_Colitis.txt
36113896	colitis/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36113896/"", ""36113896"")"	https://pubmed.ncbi.nlm.nih.gov/36113896	pmid-ICI_and_Colitis.txt
35124713	colitis/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35124713/"", ""35124713"")"	https://pubmed.ncbi.nlm.nih.gov/35124713	pmid-ICI_and_Colitis.txt
31864555	colitis/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31864555/"", ""31864555"")"	https://pubmed.ncbi.nlm.nih.gov/31864555	pmid-ICI_and_Colitis.txt
33746162	colitis/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33746162/"", ""33746162"")"	https://pubmed.ncbi.nlm.nih.gov/33746162	pmid-ICI_and_Colitis.txt
32584703	colitis/chemically induced	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32584703/"", ""32584703"")"	https://pubmed.ncbi.nlm.nih.gov/32584703	pmid-ICI_and_Colitis.txt
34159488	colitis/chemically induced	immune checkpoint inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34159488/"", ""34159488"")"	https://pubmed.ncbi.nlm.nih.gov/34159488	pmid-ICI_and_Colitis.txt
33741313	colitis/chemically induced	immune checkpoint inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33741313/"", ""33741313"")"	https://pubmed.ncbi.nlm.nih.gov/33741313	pmid-ICI_and_Colitis.txt
32389505	colitis/chemically induced	immune checkpoint inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32389505/"", ""32389505"")"	https://pubmed.ncbi.nlm.nih.gov/32389505	pmid-ICI_and_Colitis.txt
34751747	colitis/chemically induced	immune checkpoint inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34751747/"", ""34751747"")"	https://pubmed.ncbi.nlm.nih.gov/34751747	pmid-ICI_and_Colitis.txt
32422528	colitis/chemically induced	immune checkpoint inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32422528/"", ""32422528"")"	https://pubmed.ncbi.nlm.nih.gov/32422528	pmid-ICI_and_Colitis.txt
32702598	colitis/chemically induced	immune checkpoint inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32702598/"", ""32702598"")"	https://pubmed.ncbi.nlm.nih.gov/32702598	pmid-ICI_and_Colitis.txt
31609734	colitis/chemically induced	immune checkpoint inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/31609734/"", ""31609734"")"	https://pubmed.ncbi.nlm.nih.gov/31609734	pmid-ICI_and_Colitis.txt
36389768	colitis/chemically induced	immune checkpoint inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36389768/"", ""36389768"")"	https://pubmed.ncbi.nlm.nih.gov/36389768	pmid-ICI_and_Colitis.txt
33459466	colitis/chemically induced	immune checkpoint inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33459466/"", ""33459466"")"	https://pubmed.ncbi.nlm.nih.gov/33459466	pmid-ICI_and_Colitis.txt
33268234	colitis/chemically induced	immune checkpoint inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33268234/"", ""33268234"")"	https://pubmed.ncbi.nlm.nih.gov/33268234	pmid-ICI_and_Colitis.txt
33173388	colitis/chemically induced	immune checkpoint inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33173388/"", ""33173388"")"	https://pubmed.ncbi.nlm.nih.gov/33173388	pmid-ICI_and_Colitis.txt
32888202	colitis/chemically induced	immune checkpoint inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32888202/"", ""32888202"")"	https://pubmed.ncbi.nlm.nih.gov/32888202	pmid-ICI_and_Colitis.txt
32414860	colitis/chemically induced	immune checkpoint inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32414860/"", ""32414860"")"	https://pubmed.ncbi.nlm.nih.gov/32414860	pmid-ICI_and_Colitis.txt
33290513	colitis/chemically induced	immune checkpoint inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33290513/"", ""33290513"")"	https://pubmed.ncbi.nlm.nih.gov/33290513	pmid-ICI_and_Colitis.txt
